Trial,SOA,Target,Response,Accuracy,randomGator
164,120,br,br,1,Shantungosuchus_chuhsienensis
165,30,tl,tl,1,Shantungosuchus_chuhsienensis
166,150,bl,bl,1,Shantungosuchus_chuhsienensis
167,30,tr,tr,1,Shantungosuchus_chuhsienensis
168,0,tl,tl,1,Shantungosuchus_chuhsienensis
169,150,tr,tr,1,Shantungosuchus_chuhsienensis
170,120,tr,tr,1,Shantungosuchus_chuhsienensis
171,90,bl,bl,1,Shantungosuchus_chuhsienensis
172,60,tl,tl,1,Shantungosuchus_chuhsienensis
173,0,bl,bl,1,Shantungosuchus_chuhsienensis
174,120,tl,tl,1,Shantungosuchus_chuhsienensis
175,60,bl,bl,1,Shantungosuchus_chuhsienensis
176,30,br,br,1,Shantungosuchus_chuhsienensis
177,60,br,br,1,Shantungosuchus_chuhsienensis
178,90,bl,bl,1,Shantungosuchus_chuhsienensis
179,150,tl,tl,1,Shantungosuchus_chuhsienensis
180,90,br,br,1,Shantungosuchus_chuhsienensis
181,120,br,br,1,Shantungosuchus_chuhsienensis
182,90,br,br,1,Shantungosuchus_chuhsienensis
183,60,tr,tr,1,Shantungosuchus_chuhsienensis
184,90,bl,bl,1,Shantungosuchus_chuhsienensis
185,180,bl,bl,1,Shantungosuchus_chuhsienensis
186,0,br,br,1,Shantungosuchus_chuhsienensis
187,150,br,br,1,Shantungosuchus_chuhsienensis
188,90,tl,tl,1,Shantungosuchus_chuhsienensis
189,120,tr,tr,1,Shantungosuchus_chuhsienensis
190,0,bl,bl,1,Shantungosuchus_chuhsienensis
191,0,bl,bl,1,Shantungosuchus_chuhsienensis
192,60,br,br,1,Shantungosuchus_chuhsienensis
193,60,tl,tl,1,Shantungosuchus_chuhsienensis
194,0,tl,tl,1,Shantungosuchus_chuhsienensis
195,150,tl,tl,1,Shantungosuchus_chuhsienensis
196,180,br,br,1,Shantungosuchus_chuhsienensis
1,180,tl,bl,0,Hassiacosuchus_haupti
2,180,tr,tr,1,Hassiacosuchus_haupti
3,30,bl,br,0,Hassiacosuchus_haupti
4,120,tl,tl,1,Hassiacosuchus_haupti
5,30,tr,br,0,Hassiacosuchus_haupti
6,120,bl,tr,0,Hassiacosuchus_haupti
7,150,tl,br,0,Hassiacosuchus_haupti
8,120,tr,br,0,Hassiacosuchus_haupti
9,180,bl,bl,1,Hassiacosuchus_haupti
10,180,br,tr,0,Hassiacosuchus_haupti
11,120,tl,br,0,Hassiacosuchus_haupti
12,150,bl,bl,1,Hassiacosuchus_haupti
13,90,tl,br,0,Hassiacosuchus_haupti
14,90,br,br,1,Hassiacosuchus_haupti
15,150,br,br,1,Hassiacosuchus_haupti
16,120,tl,tl,1,Hassiacosuchus_haupti
17,180,br,br,1,Hassiacosuchus_haupti
18,60,br,br,1,Hassiacosuchus_haupti
19,120,tl,br,0,Hassiacosuchus_haupti
20,150,bl,br,0,Hassiacosuchus_haupti
21,0,tr,tl,0,Hassiacosuchus_haupti
22,60,tr,br,0,Hassiacosuchus_haupti
23,90,tr,tr,1,Hassiacosuchus_haupti
24,90,br,br,1,Hassiacosuchus_haupti
25,120,tl,br,0,Hassiacosuchus_haupti
26,120,tr,tr,1,Hassiacosuchus_haupti
27,180,bl,tr,0,Hassiacosuchus_haupti
28,180,tl,br,0,Hassiacosuchus_haupti
29,180,tr,bl,0,Hassiacosuchus_haupti
30,60,tr,br,0,Hassiacosuchus_haupti
31,120,bl,bl,1,Hassiacosuchus_haupti
32,150,tr,tr,1,Hassiacosuchus_haupti
33,120,bl,bl,1,Hassiacosuchus_haupti
34,0,br,br,1,Hassiacosuchus_haupti
35,0,br,br,1,Hassiacosuchus_haupti
36,180,tl,tr,0,Hassiacosuchus_haupti
37,120,tr,tr,1,Hassiacosuchus_haupti
38,90,bl,bl,1,Hassiacosuchus_haupti
39,30,tr,tr,1,Hassiacosuchus_haupti
40,60,br,br,1,Hassiacosuchus_haupti
41,90,bl,bl,1,Hassiacosuchus_haupti
42,120,bl,tr,0,Hassiacosuchus_haupti
43,90,br,br,1,Hassiacosuchus_haupti
44,0,tl,tl,1,Hassiacosuchus_haupti
45,180,tl,bl,0,Hassiacosuchus_haupti
46,60,tl,bl,0,Hassiacosuchus_haupti
47,30,tl,br,0,Hassiacosuchus_haupti
48,120,br,tr,0,Hassiacosuchus_haupti
49,60,br,br,1,Hassiacosuchus_haupti
50,180,tr,bl,0,Hassiacosuchus_haupti
51,0,tr,tr,1,Hassiacosuchus_haupti
52,150,tl,tl,1,Hassiacosuchus_haupti
53,180,bl,bl,1,Hassiacosuchus_haupti
54,30,tr,bl,0,Hassiacosuchus_haupti
55,60,bl,tr,0,Hassiacosuchus_haupti
56,0,bl,bl,1,Hassiacosuchus_haupti
57,120,br,br,1,Hassiacosuchus_haupti
58,120,tr,tr,1,Hassiacosuchus_haupti
59,30,tl,br,0,Hassiacosuchus_haupti
60,120,tr,tr,1,Hassiacosuchus_haupti
61,90,br,br,1,Hassiacosuchus_haupti
62,60,tl,bl,0,Hassiacosuchus_haupti
63,30,br,br,1,Hassiacosuchus_haupti
64,180,br,br,1,Hassiacosuchus_haupti
65,180,tr,tr,1,Hassiacosuchus_haupti
66,180,tr,tr,1,Hassiacosuchus_haupti
67,90,bl,bl,1,Hassiacosuchus_haupti
68,0,tl,br,0,Hassiacosuchus_haupti
69,30,tr,bl,0,Hassiacosuchus_haupti
70,180,tl,tr,0,Hassiacosuchus_haupti
71,120,br,br,1,Hassiacosuchus_haupti
72,60,bl,bl,1,Hassiacosuchus_haupti
73,150,tl,tl,1,Hassiacosuchus_haupti
74,120,bl,bl,1,Hassiacosuchus_haupti
75,60,bl,bl,1,Hassiacosuchus_haupti
76,150,tl,bl,0,Hassiacosuchus_haupti
77,90,br,br,1,Hassiacosuchus_haupti
78,30,bl,br,0,Hassiacosuchus_haupti
79,90,tl,br,0,Hassiacosuchus_haupti
80,0,tr,tr,1,Hassiacosuchus_haupti
81,30,br,br,1,Hassiacosuchus_haupti
82,150,br,br,1,Hassiacosuchus_haupti
83,120,tr,tr,1,Hassiacosuchus_haupti
84,30,tl,tr,0,Hassiacosuchus_haupti
85,30,bl,br,0,Hassiacosuchus_haupti
86,30,tl,br,0,Hassiacosuchus_haupti
87,30,br,br,1,Hassiacosuchus_haupti
88,180,br,br,1,Hassiacosuchus_haupti
89,60,br,tr,0,Hassiacosuchus_haupti
90,90,tl,tl,1,Hassiacosuchus_haupti
91,30,tl,tr,0,Hassiacosuchus_haupti
92,30,bl,br,0,Hassiacosuchus_haupti
93,30,br,br,1,Hassiacosuchus_haupti
94,30,tr,tr,1,Hassiacosuchus_haupti
95,150,bl,tr,0,Hassiacosuchus_haupti
96,90,tr,br,0,Hassiacosuchus_haupti
97,90,tl,tl,1,Hassiacosuchus_haupti
98,60,tr,tr,1,Hassiacosuchus_haupti
99,180,bl,bl,1,Hassiacosuchus_haupti
100,180,br,br,1,Hassiacosuchus_haupti
101,0,tl,tl,1,Hassiacosuchus_haupti
102,150,tr,tr,1,Hassiacosuchus_haupti
103,30,br,tl,0,Hassiacosuchus_haupti
104,120,br,br,1,Hassiacosuchus_haupti
105,120,tl,tr,0,Hassiacosuchus_haupti
106,0,tl,tl,1,Hassiacosuchus_haupti
107,150,br,br,1,Hassiacosuchus_haupti
108,0,bl,bl,1,Hassiacosuchus_haupti
109,0,br,br,1,Hassiacosuchus_haupti
110,150,br,tr,0,Hassiacosuchus_haupti
111,180,tr,tr,1,Hassiacosuchus_haupti
112,150,tr,bl,0,Hassiacosuchus_haupti
113,0,bl,bl,1,Hassiacosuchus_haupti
114,90,tl,tl,1,Hassiacosuchus_haupti
115,180,bl,bl,1,Hassiacosuchus_haupti
116,0,br,br,1,Hassiacosuchus_haupti
117,60,br,br,1,Hassiacosuchus_haupti
118,150,bl,br,0,Hassiacosuchus_haupti
119,120,br,bl,0,Hassiacosuchus_haupti
120,150,bl,bl,1,Hassiacosuchus_haupti
121,150,tr,tr,1,Hassiacosuchus_haupti
122,150,tl,tl,1,Hassiacosuchus_haupti
123,150,br,br,1,Hassiacosuchus_haupti
124,60,bl,bl,1,Hassiacosuchus_haupti
125,0,bl,bl,1,Hassiacosuchus_haupti
126,30,tl,br,0,Hassiacosuchus_haupti
127,180,tl,tl,1,Hassiacosuchus_haupti
128,180,tr,tr,1,Hassiacosuchus_haupti
129,120,tr,bl,0,Hassiacosuchus_haupti
130,60,tr,bl,0,Hassiacosuchus_haupti
131,30,bl,bl,1,Hassiacosuchus_haupti
132,30,br,br,1,Hassiacosuchus_haupti
133,30,tl,br,0,Hassiacosuchus_haupti
134,120,bl,bl,1,Hassiacosuchus_haupti
135,60,tl,tl,1,Hassiacosuchus_haupti
136,90,tr,tr,1,Hassiacosuchus_haupti
137,0,tl,tl,1,Hassiacosuchus_haupti
138,30,bl,bl,1,Hassiacosuchus_haupti
139,90,bl,br,0,Hassiacosuchus_haupti
140,120,br,bl,0,Hassiacosuchus_haupti
141,30,bl,tl,0,Hassiacosuchus_haupti
142,180,bl,bl,1,Hassiacosuchus_haupti
143,150,br,br,1,Hassiacosuchus_haupti
144,90,br,br,1,Hassiacosuchus_haupti
145,120,bl,bl,1,Hassiacosuchus_haupti
146,60,tl,tl,1,Hassiacosuchus_haupti
147,90,tr,tr,1,Hassiacosuchus_haupti
148,90,bl,br,0,Hassiacosuchus_haupti
149,120,br,br,1,Hassiacosuchus_haupti
150,0,tl,tl,1,Hassiacosuchus_haupti
151,60,tl,br,0,Hassiacosuchus_haupti
152,60,tr,tr,1,Hassiacosuchus_haupti
153,180,bl,br,0,Hassiacosuchus_haupti
154,60,tr,tr,1,Hassiacosuchus_haupti
155,90,tr,tr,1,Hassiacosuchus_haupti
156,90,bl,bl,1,Hassiacosuchus_haupti
157,0,br,br,1,Hassiacosuchus_haupti
158,180,br,br,1,Hassiacosuchus_haupti
159,60,bl,tr,0,Hassiacosuchus_haupti
160,90,tl,tl,1,Hassiacosuchus_haupti
161,60,bl,tr,0,Hassiacosuchus_haupti
162,0,tl,tl,1,Hassiacosuchus_haupti
163,60,br,br,1,Hassiacosuchus_haupti
164,0,tr,tr,1,Hassiacosuchus_haupti
165,90,tr,tr,1,Hassiacosuchus_haupti
166,0,tr,tr,1,Hassiacosuchus_haupti
167,0,bl,bl,1,Hassiacosuchus_haupti
168,150,br,br,1,Hassiacosuchus_haupti
169,60,br,br,1,Hassiacosuchus_haupti
170,60,tl,tl,1,Hassiacosuchus_haupti
171,30,br,tr,0,Hassiacosuchus_haupti
172,60,tr,tl,0,Hassiacosuchus_haupti
173,0,tr,tr,1,Hassiacosuchus_haupti
174,0,bl,bl,1,Hassiacosuchus_haupti
175,0,br,br,1,Hassiacosuchus_haupti
176,120,tl,tl,1,Hassiacosuchus_haupti
177,0,br,br,1,Hassiacosuchus_haupti
178,150,tr,tr,1,Hassiacosuchus_haupti
179,180,tl,tl,1,Hassiacosuchus_haupti
180,150,tl,tl,1,Hassiacosuchus_haupti
181,150,tr,tr,1,Hassiacosuchus_haupti
182,150,tl,tl,1,Hassiacosuchus_haupti
183,90,tr,tr,1,Hassiacosuchus_haupti
184,60,tl,tl,1,Hassiacosuchus_haupti
185,150,bl,bl,1,Hassiacosuchus_haupti
186,150,bl,bl,1,Hassiacosuchus_haupti
187,90,tl,tl,1,Hassiacosuchus_haupti
188,90,bl,tl,0,Hassiacosuchus_haupti
189,180,br,tl,0,Hassiacosuchus_haupti
190,150,tr,tr,1,Hassiacosuchus_haupti
191,90,br,br,1,Hassiacosuchus_haupti
192,0,bl,bl,1,Hassiacosuchus_haupti
193,60,bl,bl,1,Hassiacosuchus_haupti
194,30,tr,tr,1,Hassiacosuchus_haupti
195,0,tr,tr,1,Hassiacosuchus_haupti
196,30,tr,tr,1,Hassiacosuchus_haupti
1,150,tr,bl,0,Woodbinesuchus_byersmauricei
2,180,bl,tl,0,Woodbinesuchus_byersmauricei
3,180,tr,tl,0,Woodbinesuchus_byersmauricei
4,60,tr,tr,1,Woodbinesuchus_byersmauricei
5,0,bl,br,0,Woodbinesuchus_byersmauricei
6,60,bl,bl,1,Woodbinesuchus_byersmauricei
7,150,tl,tl,1,Woodbinesuchus_byersmauricei
8,120,br,br,1,Woodbinesuchus_byersmauricei
9,180,tr,tr,1,Woodbinesuchus_byersmauricei
10,30,tl,tr,0,Woodbinesuchus_byersmauricei
11,60,tl,tr,0,Woodbinesuchus_byersmauricei
12,90,bl,bl,1,Woodbinesuchus_byersmauricei
13,180,bl,br,0,Woodbinesuchus_byersmauricei
14,90,tr,tr,1,Woodbinesuchus_byersmauricei
15,30,bl,br,0,Woodbinesuchus_byersmauricei
16,30,bl,tr,0,Woodbinesuchus_byersmauricei
17,0,bl,tl,0,Woodbinesuchus_byersmauricei
18,0,tr,br,0,Woodbinesuchus_byersmauricei
19,180,tl,tr,0,Woodbinesuchus_byersmauricei
20,0,br,bl,0,Woodbinesuchus_byersmauricei
21,150,tl,tl,1,Woodbinesuchus_byersmauricei
22,150,br,br,1,Woodbinesuchus_byersmauricei
23,90,br,tr,0,Woodbinesuchus_byersmauricei
24,0,tr,br,0,Woodbinesuchus_byersmauricei
25,30,tr,tr,1,Woodbinesuchus_byersmauricei
26,0,br,br,1,Woodbinesuchus_byersmauricei
27,180,tr,bl,0,Woodbinesuchus_byersmauricei
28,30,tl,br,0,Woodbinesuchus_byersmauricei
29,0,tl,br,0,Woodbinesuchus_byersmauricei
30,60,br,br,1,Woodbinesuchus_byersmauricei
31,30,tr,tl,0,Woodbinesuchus_byersmauricei
32,30,tl,bl,0,Woodbinesuchus_byersmauricei
33,180,br,tr,0,Woodbinesuchus_byersmauricei
34,90,bl,bl,1,Woodbinesuchus_byersmauricei
35,0,tr,br,0,Woodbinesuchus_byersmauricei
36,150,bl,tr,0,Woodbinesuchus_byersmauricei
37,0,tl,br,0,Woodbinesuchus_byersmauricei
38,0,tr,br,0,Woodbinesuchus_byersmauricei
39,0,tr,br,0,Woodbinesuchus_byersmauricei
40,150,bl,bl,1,Woodbinesuchus_byersmauricei
41,60,tl,tl,1,Woodbinesuchus_byersmauricei
42,30,br,br,1,Woodbinesuchus_byersmauricei
43,30,tr,bl,0,Woodbinesuchus_byersmauricei
44,120,tr,tr,1,Woodbinesuchus_byersmauricei
45,120,tl,br,0,Woodbinesuchus_byersmauricei
46,150,br,bl,0,Woodbinesuchus_byersmauricei
47,0,br,br,1,Woodbinesuchus_byersmauricei
48,120,br,tl,0,Woodbinesuchus_byersmauricei
49,60,tl,tr,0,Woodbinesuchus_byersmauricei
50,60,br,bl,0,Woodbinesuchus_byersmauricei
51,120,bl,tl,0,Woodbinesuchus_byersmauricei
52,120,tr,tr,1,Woodbinesuchus_byersmauricei
53,0,br,br,1,Woodbinesuchus_byersmauricei
54,0,bl,tl,0,Woodbinesuchus_byersmauricei
55,60,br,bl,0,Woodbinesuchus_byersmauricei
56,180,br,tl,0,Woodbinesuchus_byersmauricei
57,60,tr,tl,0,Woodbinesuchus_byersmauricei
58,150,tr,tl,0,Woodbinesuchus_byersmauricei
59,180,bl,br,0,Woodbinesuchus_byersmauricei
60,120,br,tl,0,Woodbinesuchus_byersmauricei
61,150,bl,bl,1,Woodbinesuchus_byersmauricei
62,90,tl,tr,0,Woodbinesuchus_byersmauricei
63,120,tl,br,0,Woodbinesuchus_byersmauricei
64,120,bl,bl,1,Woodbinesuchus_byersmauricei
65,60,tr,tr,1,Woodbinesuchus_byersmauricei
66,60,tl,tr,0,Woodbinesuchus_byersmauricei
67,180,tl,tr,0,Woodbinesuchus_byersmauricei
68,90,bl,tl,0,Woodbinesuchus_byersmauricei
69,60,bl,bl,1,Woodbinesuchus_byersmauricei
70,30,tl,br,0,Woodbinesuchus_byersmauricei
71,30,tr,br,0,Woodbinesuchus_byersmauricei
72,60,br,tl,0,Woodbinesuchus_byersmauricei
73,150,br,tr,0,Woodbinesuchus_byersmauricei
74,90,tl,bl,0,Woodbinesuchus_byersmauricei
75,0,br,br,1,Woodbinesuchus_byersmauricei
76,120,tl,tr,0,Woodbinesuchus_byersmauricei
77,90,tl,tl,1,Woodbinesuchus_byersmauricei
78,120,tr,tr,1,Woodbinesuchus_byersmauricei
79,90,tr,tr,1,Woodbinesuchus_byersmauricei
80,150,br,br,1,Woodbinesuchus_byersmauricei
81,30,tr,tr,1,Woodbinesuchus_byersmauricei
82,150,bl,bl,1,Woodbinesuchus_byersmauricei
83,90,tr,tr,1,Woodbinesuchus_byersmauricei
84,90,br,bl,0,Woodbinesuchus_byersmauricei
85,150,tl,tr,0,Woodbinesuchus_byersmauricei
86,120,bl,bl,1,Woodbinesuchus_byersmauricei
87,150,tl,bl,0,Woodbinesuchus_byersmauricei
88,180,br,br,1,Woodbinesuchus_byersmauricei
89,30,br,tr,0,Woodbinesuchus_byersmauricei
90,30,bl,tl,0,Woodbinesuchus_byersmauricei
91,180,br,br,1,Woodbinesuchus_byersmauricei
92,120,tr,tr,1,Woodbinesuchus_byersmauricei
93,180,tl,tl,1,Woodbinesuchus_byersmauricei
94,120,br,br,1,Woodbinesuchus_byersmauricei
95,120,bl,bl,1,Woodbinesuchus_byersmauricei
96,180,tr,tr,1,Woodbinesuchus_byersmauricei
97,180,bl,bl,1,Woodbinesuchus_byersmauricei
98,120,tl,tl,1,Woodbinesuchus_byersmauricei
99,180,bl,tl,0,Woodbinesuchus_byersmauricei
100,180,tl,tl,1,Woodbinesuchus_byersmauricei
101,0,tr,tr,1,Woodbinesuchus_byersmauricei
102,60,bl,bl,1,Woodbinesuchus_byersmauricei
103,30,br,tl,0,Woodbinesuchus_byersmauricei
104,90,bl,bl,1,Woodbinesuchus_byersmauricei
105,120,br,br,1,Woodbinesuchus_byersmauricei
106,90,tr,tr,1,Woodbinesuchus_byersmauricei
107,30,tl,bl,0,Woodbinesuchus_byersmauricei
108,150,tr,tr,1,Woodbinesuchus_byersmauricei
109,150,tl,tl,1,Woodbinesuchus_byersmauricei
110,150,bl,bl,1,Woodbinesuchus_byersmauricei
111,180,tl,bl,0,Woodbinesuchus_byersmauricei
112,150,tr,tr,1,Woodbinesuchus_byersmauricei
113,180,tr,bl,0,Woodbinesuchus_byersmauricei
114,180,br,br,1,Woodbinesuchus_byersmauricei
115,0,tl,tl,1,Woodbinesuchus_byersmauricei
116,0,bl,bl,1,Woodbinesuchus_byersmauricei
117,30,bl,br,0,Woodbinesuchus_byersmauricei
118,30,bl,tl,0,Woodbinesuchus_byersmauricei
119,60,br,tr,0,Woodbinesuchus_byersmauricei
120,30,br,bl,0,Woodbinesuchus_byersmauricei
121,60,tr,br,0,Woodbinesuchus_byersmauricei
122,90,tl,tl,1,Woodbinesuchus_byersmauricei
123,90,bl,bl,1,Woodbinesuchus_byersmauricei
124,90,br,br,1,Woodbinesuchus_byersmauricei
125,120,br,tr,0,Woodbinesuchus_byersmauricei
126,90,bl,br,0,Woodbinesuchus_byersmauricei
127,180,br,br,1,Woodbinesuchus_byersmauricei
128,90,tr,bl,0,Woodbinesuchus_byersmauricei
129,90,bl,tr,0,Woodbinesuchus_byersmauricei
130,90,br,br,1,Woodbinesuchus_byersmauricei
131,120,tr,tl,0,Woodbinesuchus_byersmauricei
132,120,bl,bl,1,Woodbinesuchus_byersmauricei
133,150,tl,tr,0,Woodbinesuchus_byersmauricei
134,150,tr,tr,1,Woodbinesuchus_byersmauricei
135,180,tr,tr,1,Woodbinesuchus_byersmauricei
136,0,tl,tl,1,Woodbinesuchus_byersmauricei
137,90,br,br,1,Woodbinesuchus_byersmauricei
138,150,br,bl,0,Woodbinesuchus_byersmauricei
139,30,tr,tl,0,Woodbinesuchus_byersmauricei
140,30,bl,bl,1,Woodbinesuchus_byersmauricei
141,30,br,bl,0,Woodbinesuchus_byersmauricei
142,60,tl,tl,1,Woodbinesuchus_byersmauricei
143,60,bl,bl,1,Woodbinesuchus_byersmauricei
144,60,br,br,1,Woodbinesuchus_byersmauricei
145,90,br,br,1,Woodbinesuchus_byersmauricei
146,180,bl,bl,1,Woodbinesuchus_byersmauricei
147,120,tl,br,0,Woodbinesuchus_byersmauricei
148,150,tr,tr,1,Woodbinesuchus_byersmauricei
149,30,br,br,1,Woodbinesuchus_byersmauricei
150,150,bl,bl,1,Woodbinesuchus_byersmauricei
151,0,tl,tl,1,Woodbinesuchus_byersmauricei
152,60,bl,tr,0,Woodbinesuchus_byersmauricei
153,60,tr,bl,0,Woodbinesuchus_byersmauricei
154,0,bl,bl,1,Woodbinesuchus_byersmauricei
155,120,tr,tr,1,Woodbinesuchus_byersmauricei
156,30,tl,tl,1,Woodbinesuchus_byersmauricei
157,120,br,br,1,Woodbinesuchus_byersmauricei
158,30,bl,bl,1,Woodbinesuchus_byersmauricei
159,60,tl,br,0,Woodbinesuchus_byersmauricei
160,60,bl,bl,1,Woodbinesuchus_byersmauricei
161,60,tr,tr,1,Woodbinesuchus_byersmauricei
162,60,bl,bl,1,Woodbinesuchus_byersmauricei
163,90,tl,tl,1,Woodbinesuchus_byersmauricei
164,0,bl,bl,1,Woodbinesuchus_byersmauricei
165,90,tr,tr,1,Woodbinesuchus_byersmauricei
166,120,tl,tl,1,Woodbinesuchus_byersmauricei
167,150,bl,bl,1,Woodbinesuchus_byersmauricei
168,0,tl,tl,1,Woodbinesuchus_byersmauricei
169,0,tr,tr,1,Woodbinesuchus_byersmauricei
170,0,bl,bl,1,Woodbinesuchus_byersmauricei
171,30,br,tl,0,Woodbinesuchus_byersmauricei
172,60,tr,tr,1,Woodbinesuchus_byersmauricei
173,60,br,bl,0,Woodbinesuchus_byersmauricei
174,90,tl,tl,1,Woodbinesuchus_byersmauricei
175,90,tr,br,0,Woodbinesuchus_byersmauricei
176,120,bl,bl,1,Woodbinesuchus_byersmauricei
177,150,br,br,1,Woodbinesuchus_byersmauricei
178,180,tl,bl,0,Woodbinesuchus_byersmauricei
179,180,bl,bl,1,Woodbinesuchus_byersmauricei
180,0,tl,tl,1,Woodbinesuchus_byersmauricei
181,0,br,br,1,Woodbinesuchus_byersmauricei
182,30,tl,bl,0,Woodbinesuchus_byersmauricei
183,30,tr,tl,0,Woodbinesuchus_byersmauricei
184,60,tl,tl,1,Woodbinesuchus_byersmauricei
185,90,tl,br,0,Woodbinesuchus_byersmauricei
186,90,br,br,1,Woodbinesuchus_byersmauricei
187,120,tl,tl,1,Woodbinesuchus_byersmauricei
188,120,tr,tr,1,Woodbinesuchus_byersmauricei
189,120,bl,bl,1,Woodbinesuchus_byersmauricei
190,150,tl,tl,1,Woodbinesuchus_byersmauricei
191,150,tr,bl,0,Woodbinesuchus_byersmauricei
192,150,br,br,1,Woodbinesuchus_byersmauricei
193,180,tl,tl,1,Woodbinesuchus_byersmauricei
194,180,tr,tr,1,Woodbinesuchus_byersmauricei
195,180,br,br,1,Woodbinesuchus_byersmauricei
196,0,br,br,1,Woodbinesuchus_byersmauricei
1,0,br,bl,0,Araripesuchus_buitreraensis
2,120,bl,tl,0,Araripesuchus_buitreraensis
3,180,tl,tr,0,Araripesuchus_buitreraensis
4,150,br,br,1,Araripesuchus_buitreraensis
5,30,bl,bl,1,Araripesuchus_buitreraensis
6,30,tl,tl,1,Araripesuchus_buitreraensis
7,180,tl,tr,0,Araripesuchus_buitreraensis
8,180,br,br,1,Araripesuchus_buitreraensis
9,150,br,br,1,Araripesuchus_buitreraensis
10,60,tr,tr,1,Araripesuchus_buitreraensis
11,30,bl,bl,1,Araripesuchus_buitreraensis
12,0,tl,tl,1,Araripesuchus_buitreraensis
13,120,bl,tl,0,Araripesuchus_buitreraensis
14,90,bl,br,0,Araripesuchus_buitreraensis
15,180,tl,bl,0,Araripesuchus_buitreraensis
16,60,bl,tl,0,Araripesuchus_buitreraensis
17,30,br,br,1,Araripesuchus_buitreraensis
18,30,tr,bl,0,Araripesuchus_buitreraensis
19,150,tr,tr,1,Araripesuchus_buitreraensis
20,180,bl,br,0,Araripesuchus_buitreraensis
21,120,br,tr,0,Araripesuchus_buitreraensis
22,150,tr,tr,1,Araripesuchus_buitreraensis
23,180,tr,br,0,Araripesuchus_buitreraensis
24,120,br,tl,0,Araripesuchus_buitreraensis
25,0,bl,br,0,Araripesuchus_buitreraensis
26,150,tl,bl,0,Araripesuchus_buitreraensis
27,120,bl,br,0,Araripesuchus_buitreraensis
28,180,bl,bl,1,Araripesuchus_buitreraensis
29,30,tl,tl,1,Araripesuchus_buitreraensis
30,120,bl,tr,0,Araripesuchus_buitreraensis
31,90,tr,tl,0,Araripesuchus_buitreraensis
32,60,tr,tr,1,Araripesuchus_buitreraensis
33,120,tl,tl,1,Araripesuchus_buitreraensis
34,30,tl,br,0,Araripesuchus_buitreraensis
35,180,bl,bl,1,Araripesuchus_buitreraensis
36,0,tr,tr,1,Araripesuchus_buitreraensis
37,150,tl,tr,0,Araripesuchus_buitreraensis
38,180,tl,br,0,Araripesuchus_buitreraensis
39,0,tl,tl,1,Araripesuchus_buitreraensis
40,120,br,br,1,Araripesuchus_buitreraensis
41,150,bl,tr,0,Araripesuchus_buitreraensis
42,180,tr,br,0,Araripesuchus_buitreraensis
43,30,bl,bl,1,Araripesuchus_buitreraensis
44,0,tl,tl,1,Araripesuchus_buitreraensis
45,60,br,tr,0,Araripesuchus_buitreraensis
46,0,br,br,1,Araripesuchus_buitreraensis
47,150,br,br,1,Araripesuchus_buitreraensis
48,150,tr,tl,0,Araripesuchus_buitreraensis
49,150,tl,tr,0,Araripesuchus_buitreraensis
50,150,br,br,1,Araripesuchus_buitreraensis
51,180,br,tr,0,Araripesuchus_buitreraensis
52,180,bl,br,0,Araripesuchus_buitreraensis
53,90,br,tr,0,Araripesuchus_buitreraensis
54,120,tl,br,0,Araripesuchus_buitreraensis
55,0,tr,tr,1,Araripesuchus_buitreraensis
56,60,br,br,1,Araripesuchus_buitreraensis
57,30,bl,br,0,Araripesuchus_buitreraensis
58,180,tr,tr,1,Araripesuchus_buitreraensis
59,180,tl,tl,1,Araripesuchus_buitreraensis
60,30,bl,br,0,Araripesuchus_buitreraensis
61,60,br,tl,0,Araripesuchus_buitreraensis
62,150,tr,tr,1,Araripesuchus_buitreraensis
63,180,tl,br,0,Araripesuchus_buitreraensis
64,90,bl,tl,0,Araripesuchus_buitreraensis
65,150,tr,tr,1,Araripesuchus_buitreraensis
66,120,bl,br,0,Araripesuchus_buitreraensis
67,150,tl,tl,1,Araripesuchus_buitreraensis
68,60,br,tr,0,Araripesuchus_buitreraensis
69,90,bl,tl,0,Araripesuchus_buitreraensis
70,90,tl,bl,0,Araripesuchus_buitreraensis
71,120,tl,tl,1,Araripesuchus_buitreraensis
72,90,tl,br,0,Araripesuchus_buitreraensis
73,90,br,br,1,Araripesuchus_buitreraensis
74,150,tl,tr,0,Araripesuchus_buitreraensis
75,30,br,br,1,Araripesuchus_buitreraensis
76,0,br,br,1,Araripesuchus_buitreraensis
77,120,tr,br,0,Araripesuchus_buitreraensis
78,0,bl,bl,1,Araripesuchus_buitreraensis
79,60,bl,br,0,Araripesuchus_buitreraensis
80,180,tr,tr,1,Araripesuchus_buitreraensis
81,30,tr,tr,1,Araripesuchus_buitreraensis
82,0,tr,tr,1,Araripesuchus_buitreraensis
83,90,tr,br,0,Araripesuchus_buitreraensis
84,150,br,br,1,Araripesuchus_buitreraensis
85,150,bl,br,0,Araripesuchus_buitreraensis
86,90,tl,br,0,Araripesuchus_buitreraensis
87,60,tr,bl,0,Araripesuchus_buitreraensis
88,0,tr,tr,1,Araripesuchus_buitreraensis
89,30,bl,br,0,Araripesuchus_buitreraensis
90,180,br,br,1,Araripesuchus_buitreraensis
91,60,br,br,1,Araripesuchus_buitreraensis
92,180,bl,tr,0,Araripesuchus_buitreraensis
93,30,tr,tr,1,Araripesuchus_buitreraensis
