Trial,SOA,Target,Response,Accuracy,randomGator
68,60,bl,bl,1,Mekosuchus_whitehunterensis
69,90,tl,bl,0,Mekosuchus_whitehunterensis
70,0,tr,tr,1,Mekosuchus_whitehunterensis
71,120,tl,tl,1,Mekosuchus_whitehunterensis
72,30,br,bl,0,Mekosuchus_whitehunterensis
73,60,br,tl,0,Mekosuchus_whitehunterensis
74,150,br,br,1,Mekosuchus_whitehunterensis
75,120,tl,br,0,Mekosuchus_whitehunterensis
76,150,tl,tl,1,Mekosuchus_whitehunterensis
77,120,bl,tl,0,Mekosuchus_whitehunterensis
78,0,tr,tr,1,Mekosuchus_whitehunterensis
79,90,br,br,1,Mekosuchus_whitehunterensis
80,180,tl,tl,1,Mekosuchus_whitehunterensis
81,150,bl,tl,0,Mekosuchus_whitehunterensis
82,60,br,br,1,Mekosuchus_whitehunterensis
83,0,tr,tr,1,Mekosuchus_whitehunterensis
84,180,br,br,1,Mekosuchus_whitehunterensis
85,60,tl,br,0,Mekosuchus_whitehunterensis
86,120,tr,br,0,Mekosuchus_whitehunterensis
87,180,br,br,1,Mekosuchus_whitehunterensis
88,90,tl,tl,1,Mekosuchus_whitehunterensis
89,150,bl,br,0,Mekosuchus_whitehunterensis
90,60,tl,tr,0,Mekosuchus_whitehunterensis
91,30,br,tl,0,Mekosuchus_whitehunterensis
92,180,bl,bl,1,Mekosuchus_whitehunterensis
93,120,tr,br,0,Mekosuchus_whitehunterensis
94,180,tr,tr,1,Mekosuchus_whitehunterensis
95,0,br,br,1,Mekosuchus_whitehunterensis
96,30,tl,bl,0,Mekosuchus_whitehunterensis
97,180,br,br,1,Mekosuchus_whitehunterensis
98,180,bl,bl,1,Mekosuchus_whitehunterensis
99,60,tl,tl,1,Mekosuchus_whitehunterensis
100,120,tr,bl,0,Mekosuchus_whitehunterensis
101,30,tr,bl,0,Mekosuchus_whitehunterensis
102,120,bl,bl,1,Mekosuchus_whitehunterensis
103,180,tr,bl,0,Mekosuchus_whitehunterensis
104,0,bl,bl,1,Mekosuchus_whitehunterensis
105,0,bl,bl,1,Mekosuchus_whitehunterensis
106,180,bl,bl,1,Mekosuchus_whitehunterensis
107,90,tr,bl,0,Mekosuchus_whitehunterensis
108,120,bl,bl,1,Mekosuchus_whitehunterensis
109,120,bl,bl,1,Mekosuchus_whitehunterensis
110,30,tl,tl,1,Mekosuchus_whitehunterensis
111,180,tr,bl,0,Mekosuchus_whitehunterensis
112,120,tl,tr,0,Mekosuchus_whitehunterensis
113,30,tr,tl,0,Mekosuchus_whitehunterensis
114,30,bl,bl,1,Mekosuchus_whitehunterensis
115,120,bl,tl,0,Mekosuchus_whitehunterensis
116,90,tl,bl,0,Mekosuchus_whitehunterensis
117,150,tr,tl,0,Mekosuchus_whitehunterensis
118,180,tl,tr,0,Mekosuchus_whitehunterensis
119,0,tl,tl,1,Mekosuchus_whitehunterensis
120,30,bl,bl,1,Mekosuchus_whitehunterensis
121,150,tl,bl,0,Mekosuchus_whitehunterensis
122,60,tr,br,0,Mekosuchus_whitehunterensis
123,0,br,br,1,Mekosuchus_whitehunterensis
124,0,tl,tl,1,Mekosuchus_whitehunterensis
125,30,br,bl,0,Mekosuchus_whitehunterensis
126,30,br,br,1,Mekosuchus_whitehunterensis
127,0,tr,tr,1,Mekosuchus_whitehunterensis
128,0,bl,bl,1,Mekosuchus_whitehunterensis
129,90,tr,tl,0,Mekosuchus_whitehunterensis
130,180,tl,tl,1,Mekosuchus_whitehunterensis
131,120,br,bl,0,Mekosuchus_whitehunterensis
132,60,tr,tl,0,Mekosuchus_whitehunterensis
133,120,br,bl,0,Mekosuchus_whitehunterensis
134,120,tr,tl,0,Mekosuchus_whitehunterensis
135,60,bl,bl,1,Mekosuchus_whitehunterensis
136,0,br,br,1,Mekosuchus_whitehunterensis
137,30,br,br,1,Mekosuchus_whitehunterensis
138,0,br,br,1,Mekosuchus_whitehunterensis
139,90,tr,bl,0,Mekosuchus_whitehunterensis
140,120,tr,br,0,Mekosuchus_whitehunterensis
141,120,br,br,1,Mekosuchus_whitehunterensis
142,150,bl,br,0,Mekosuchus_whitehunterensis
143,90,bl,br,0,Mekosuchus_whitehunterensis
144,60,tr,br,0,Mekosuchus_whitehunterensis
145,30,br,br,1,Mekosuchus_whitehunterensis
146,180,br,br,1,Mekosuchus_whitehunterensis
147,150,br,br,1,Mekosuchus_whitehunterensis
148,0,bl,bl,1,Mekosuchus_whitehunterensis
149,90,br,bl,0,Mekosuchus_whitehunterensis
150,30,tr,tl,0,Mekosuchus_whitehunterensis
151,150,bl,bl,1,Mekosuchus_whitehunterensis
152,180,bl,br,0,Mekosuchus_whitehunterensis
153,90,bl,tr,0,Mekosuchus_whitehunterensis
154,150,bl,br,0,Mekosuchus_whitehunterensis
155,150,tr,br,0,Mekosuchus_whitehunterensis
156,60,tr,tl,0,Mekosuchus_whitehunterensis
157,180,tr,bl,0,Mekosuchus_whitehunterensis
158,180,bl,bl,1,Mekosuchus_whitehunterensis
159,120,br,bl,0,Mekosuchus_whitehunterensis
160,30,tr,tl,0,Mekosuchus_whitehunterensis
161,30,bl,bl,1,Mekosuchus_whitehunterensis
162,60,tr,bl,0,Mekosuchus_whitehunterensis
163,90,bl,bl,1,Mekosuchus_whitehunterensis
164,150,tl,bl,0,Mekosuchus_whitehunterensis
165,180,bl,bl,1,Mekosuchus_whitehunterensis
166,120,tl,bl,0,Mekosuchus_whitehunterensis
167,0,br,br,1,Mekosuchus_whitehunterensis
168,150,tl,br,0,Mekosuchus_whitehunterensis
169,120,br,bl,0,Mekosuchus_whitehunterensis
170,180,tl,br,0,Mekosuchus_whitehunterensis
171,120,tr,br,0,Mekosuchus_whitehunterensis
172,90,bl,br,0,Mekosuchus_whitehunterensis
173,0,bl,bl,1,Mekosuchus_whitehunterensis
174,30,bl,bl,1,Mekosuchus_whitehunterensis
175,90,tr,bl,0,Mekosuchus_whitehunterensis
176,180,br,bl,0,Mekosuchus_whitehunterensis
177,60,tl,br,0,Mekosuchus_whitehunterensis
178,30,tl,bl,0,Mekosuchus_whitehunterensis
179,150,tl,bl,0,Mekosuchus_whitehunterensis
180,120,tr,br,0,Mekosuchus_whitehunterensis
181,150,tr,bl,0,Mekosuchus_whitehunterensis
182,0,br,br,1,Mekosuchus_whitehunterensis
183,0,tl,tl,1,Mekosuchus_whitehunterensis
184,60,bl,tl,0,Mekosuchus_whitehunterensis
185,150,br,br,1,Mekosuchus_whitehunterensis
186,90,bl,bl,1,Mekosuchus_whitehunterensis
187,60,bl,bl,1,Mekosuchus_whitehunterensis
188,180,bl,bl,1,Mekosuchus_whitehunterensis
189,120,br,tr,0,Mekosuchus_whitehunterensis
190,120,tl,bl,0,Mekosuchus_whitehunterensis
191,30,tl,tl,1,Mekosuchus_whitehunterensis
192,60,tl,tl,1,Mekosuchus_whitehunterensis
193,0,tl,tl,1,Mekosuchus_whitehunterensis
194,0,bl,bl,1,Mekosuchus_whitehunterensis
195,90,tl,tl,1,Mekosuchus_whitehunterensis
196,60,br,tl,0,Mekosuchus_whitehunterensis
1,0,tr,tl,0,Orthosuchus_stormbergi
2,120,bl,tr,0,Orthosuchus_stormbergi
3,150,bl,bl,1,Orthosuchus_stormbergi
4,90,tl,bl,0,Orthosuchus_stormbergi
5,0,tr,br,0,Orthosuchus_stormbergi
6,60,tr,bl,0,Orthosuchus_stormbergi
7,180,br,tr,0,Orthosuchus_stormbergi
8,120,tl,bl,0,Orthosuchus_stormbergi
9,180,tr,tr,1,Orthosuchus_stormbergi
10,0,bl,bl,1,Orthosuchus_stormbergi
11,90,br,tl,0,Orthosuchus_stormbergi
12,150,tl,tl,1,Orthosuchus_stormbergi
13,180,tl,br,0,Orthosuchus_stormbergi
14,90,br,tl,0,Orthosuchus_stormbergi
15,150,tr,br,0,Orthosuchus_stormbergi
16,180,tl,bl,0,Orthosuchus_stormbergi
17,30,tl,tl,1,Orthosuchus_stormbergi
18,150,tr,tr,1,Orthosuchus_stormbergi
19,120,tl,br,0,Orthosuchus_stormbergi
20,90,bl,tl,0,Orthosuchus_stormbergi
21,120,tr,tl,0,Orthosuchus_stormbergi
22,60,tr,br,0,Orthosuchus_stormbergi
23,30,tl,bl,0,Orthosuchus_stormbergi
24,30,tl,tl,1,Orthosuchus_stormbergi
25,0,tl,tr,0,Orthosuchus_stormbergi
26,60,tl,br,0,Orthosuchus_stormbergi
27,60,bl,bl,1,Orthosuchus_stormbergi
28,30,tl,tr,0,Orthosuchus_stormbergi
29,150,bl,bl,1,Orthosuchus_stormbergi
30,30,tr,br,0,Orthosuchus_stormbergi
31,0,bl,bl,1,Orthosuchus_stormbergi
32,90,tr,bl,0,Orthosuchus_stormbergi
33,60,br,tl,0,Orthosuchus_stormbergi
34,180,tr,tr,1,Orthosuchus_stormbergi
35,90,br,br,1,Orthosuchus_stormbergi
36,150,bl,bl,1,Orthosuchus_stormbergi
37,60,br,bl,0,Orthosuchus_stormbergi
38,30,tr,tl,0,Orthosuchus_stormbergi
39,150,tr,br,0,Orthosuchus_stormbergi
40,150,tl,bl,0,Orthosuchus_stormbergi
41,120,tl,tl,1,Orthosuchus_stormbergi
42,30,br,br,1,Orthosuchus_stormbergi
43,0,br,tr,0,Orthosuchus_stormbergi
44,150,tl,br,0,Orthosuchus_stormbergi
45,0,br,tr,0,Orthosuchus_stormbergi
46,30,bl,bl,1,Orthosuchus_stormbergi
47,120,bl,tl,0,Orthosuchus_stormbergi
48,90,bl,br,0,Orthosuchus_stormbergi
49,60,tl,bl,0,Orthosuchus_stormbergi
50,150,tr,tr,1,Orthosuchus_stormbergi
51,180,tr,tl,0,Orthosuchus_stormbergi
52,0,tl,bl,0,Orthosuchus_stormbergi
53,30,tr,br,0,Orthosuchus_stormbergi
54,180,br,tr,0,Orthosuchus_stormbergi
55,180,bl,tl,0,Orthosuchus_stormbergi
56,30,br,bl,0,Orthosuchus_stormbergi
57,60,tr,tr,1,Orthosuchus_stormbergi
58,0,tr,bl,0,Orthosuchus_stormbergi
59,90,br,br,1,Orthosuchus_stormbergi
60,60,tr,tr,1,Orthosuchus_stormbergi
61,120,br,tl,0,Orthosuchus_stormbergi
62,30,tl,br,0,Orthosuchus_stormbergi
63,90,tl,bl,0,Orthosuchus_stormbergi
64,120,tr,tr,1,Orthosuchus_stormbergi
65,150,tl,tl,1,Orthosuchus_stormbergi
66,180,tr,tr,1,Orthosuchus_stormbergi
67,120,tr,br,0,Orthosuchus_stormbergi
68,30,br,tr,0,Orthosuchus_stormbergi
69,60,tl,br,0,Orthosuchus_stormbergi
70,180,tr,tr,1,Orthosuchus_stormbergi
71,120,bl,bl,1,Orthosuchus_stormbergi
72,90,tl,tl,1,Orthosuchus_stormbergi
73,150,bl,bl,1,Orthosuchus_stormbergi
74,0,tl,tl,1,Orthosuchus_stormbergi
75,150,br,tr,0,Orthosuchus_stormbergi
76,150,bl,br,0,Orthosuchus_stormbergi
77,30,tl,bl,0,Orthosuchus_stormbergi
78,30,bl,br,0,Orthosuchus_stormbergi
79,180,bl,tl,0,Orthosuchus_stormbergi
80,30,br,tr,0,Orthosuchus_stormbergi
81,0,br,br,1,Orthosuchus_stormbergi
82,30,br,bl,0,Orthosuchus_stormbergi
83,90,tl,tr,0,Orthosuchus_stormbergi
84,90,tr,tl,0,Orthosuchus_stormbergi
85,90,br,br,1,Orthosuchus_stormbergi
86,0,bl,bl,1,Orthosuchus_stormbergi
87,150,bl,bl,1,Orthosuchus_stormbergi
88,180,bl,br,0,Orthosuchus_stormbergi
89,60,bl,tl,0,Orthosuchus_stormbergi
90,90,br,tl,0,Orthosuchus_stormbergi
91,90,tl,bl,0,Orthosuchus_stormbergi
92,0,br,br,1,Orthosuchus_stormbergi
93,180,bl,tr,0,Orthosuchus_stormbergi
94,60,br,bl,0,Orthosuchus_stormbergi
95,0,tl,tl,1,Orthosuchus_stormbergi
96,30,bl,tr,0,Orthosuchus_stormbergi
97,150,br,br,1,Orthosuchus_stormbergi
98,60,br,bl,0,Orthosuchus_stormbergi
99,180,br,br,1,Orthosuchus_stormbergi
100,0,tr,tr,1,Orthosuchus_stormbergi
101,180,bl,tr,0,Orthosuchus_stormbergi
102,180,br,br,1,Orthosuchus_stormbergi
103,150,tl,tl,1,Orthosuchus_stormbergi
104,180,tl,tl,1,Orthosuchus_stormbergi
105,30,bl,bl,1,Orthosuchus_stormbergi
106,120,tr,tr,1,Orthosuchus_stormbergi
107,150,br,tl,0,Orthosuchus_stormbergi
108,60,bl,bl,1,Orthosuchus_stormbergi
109,0,tl,br,0,Orthosuchus_stormbergi
110,90,tr,br,0,Orthosuchus_stormbergi
111,60,br,tl,0,Orthosuchus_stormbergi
112,120,br,tr,0,Orthosuchus_stormbergi
113,60,tl,bl,0,Orthosuchus_stormbergi
114,60,tr,br,0,Orthosuchus_stormbergi
115,120,br,tr,0,Orthosuchus_stormbergi
116,180,tl,bl,0,Orthosuchus_stormbergi
117,60,tl,br,0,Orthosuchus_stormbergi
118,0,tr,tr,1,Orthosuchus_stormbergi
119,0,bl,bl,1,Orthosuchus_stormbergi
120,90,bl,br,0,Orthosuchus_stormbergi
121,60,tl,tl,1,Orthosuchus_stormbergi
122,0,bl,tr,0,Orthosuchus_stormbergi
123,120,bl,tl,0,Orthosuchus_stormbergi
124,90,bl,bl,1,Orthosuchus_stormbergi
125,90,bl,br,0,Orthosuchus_stormbergi
126,60,bl,tr,0,Orthosuchus_stormbergi
127,60,br,tl,0,Orthosuchus_stormbergi
128,60,bl,br,0,Orthosuchus_stormbergi
129,60,tr,tr,1,Orthosuchus_stormbergi
130,150,tr,tr,1,Orthosuchus_stormbergi
131,0,tr,tr,1,Orthosuchus_stormbergi
132,180,tr,tr,1,Orthosuchus_stormbergi
133,30,br,bl,0,Orthosuchus_stormbergi
134,120,tl,tl,1,Orthosuchus_stormbergi
135,30,bl,br,0,Orthosuchus_stormbergi
136,120,bl,br,0,Orthosuchus_stormbergi
137,150,br,tr,0,Orthosuchus_stormbergi
138,30,bl,bl,1,Orthosuchus_stormbergi
139,60,tl,tl,1,Orthosuchus_stormbergi
140,60,bl,bl,1,Orthosuchus_stormbergi
141,90,tl,tr,0,Orthosuchus_stormbergi
142,0,tr,tr,1,Orthosuchus_stormbergi
143,180,br,br,1,Orthosuchus_stormbergi
144,0,tl,tl,1,Orthosuchus_stormbergi
145,150,br,tr,0,Orthosuchus_stormbergi
146,150,bl,bl,1,Orthosuchus_stormbergi
147,180,tl,tl,1,Orthosuchus_stormbergi
148,0,br,br,1,Orthosuchus_stormbergi
149,120,br,tr,0,Orthosuchus_stormbergi
150,180,tl,tl,1,Orthosuchus_stormbergi
151,150,tr,tl,0,Orthosuchus_stormbergi
152,120,tl,tl,1,Orthosuchus_stormbergi
153,0,bl,bl,1,Orthosuchus_stormbergi
154,120,br,tr,0,Orthosuchus_stormbergi
155,120,bl,bl,1,Orthosuchus_stormbergi
156,30,br,br,1,Orthosuchus_stormbergi
157,90,bl,tl,0,Orthosuchus_stormbergi
158,30,bl,bl,1,Orthosuchus_stormbergi
159,0,tl,tl,1,Orthosuchus_stormbergi
160,0,bl,bl,1,Orthosuchus_stormbergi
161,60,br,tl,0,Orthosuchus_stormbergi
162,30,tr,tr,1,Orthosuchus_stormbergi
163,150,br,br,1,Orthosuchus_stormbergi
164,90,tl,tl,1,Orthosuchus_stormbergi
165,120,tr,tr,1,Orthosuchus_stormbergi
166,180,br,tl,0,Orthosuchus_stormbergi
167,90,br,bl,0,Orthosuchus_stormbergi
168,150,tl,tl,1,Orthosuchus_stormbergi
169,180,br,tr,0,Orthosuchus_stormbergi
170,180,bl,bl,1,Orthosuchus_stormbergi
171,150,tl,tl,1,Orthosuchus_stormbergi
172,180,bl,br,0,Orthosuchus_stormbergi
173,150,tr,tr,1,Orthosuchus_stormbergi
174,30,tr,tr,1,Orthosuchus_stormbergi
175,90,tr,tl,0,Orthosuchus_stormbergi
176,60,bl,bl,1,Orthosuchus_stormbergi
177,120,tr,tr,1,Orthosuchus_stormbergi
178,120,tr,tl,0,Orthosuchus_stormbergi
179,30,tl,tr,0,Orthosuchus_stormbergi
180,90,tr,bl,0,Orthosuchus_stormbergi
181,150,br,br,1,Orthosuchus_stormbergi
182,180,tr,tr,1,Orthosuchus_stormbergi
183,90,tr,tr,1,Orthosuchus_stormbergi
184,180,tl,tl,1,Orthosuchus_stormbergi
185,120,tl,tr,0,Orthosuchus_stormbergi
186,120,br,tl,0,Orthosuchus_stormbergi
187,90,tr,tr,1,Orthosuchus_stormbergi
188,120,br,tr,0,Orthosuchus_stormbergi
189,30,tr,tr,1,Orthosuchus_stormbergi
190,90,bl,bl,1,Orthosuchus_stormbergi
191,0,br,br,1,Orthosuchus_stormbergi
192,0,br,br,1,Orthosuchus_stormbergi
193,120,bl,bl,1,Orthosuchus_stormbergi
194,120,tl,tl,1,Orthosuchus_stormbergi
195,30,tr,tr,1,Orthosuchus_stormbergi
196,60,tr,tr,1,Orthosuchus_stormbergi
1,180,bl,bl,1,Necrosuchus_ionensis
2,0,tl,tl,1,Necrosuchus_ionensis
3,60,tl,tl,1,Necrosuchus_ionensis
4,60,tr,tl,0,Necrosuchus_ionensis
5,150,bl,tl,0,Necrosuchus_ionensis
6,30,tr,tr,1,Necrosuchus_ionensis
7,60,br,tr,0,Necrosuchus_ionensis
8,180,bl,tl,0,Necrosuchus_ionensis
9,60,tr,tr,1,Necrosuchus_ionensis
10,90,tr,tr,1,Necrosuchus_ionensis
11,90,br,tr,0,Necrosuchus_ionensis
12,30,tl,br,0,Necrosuchus_ionensis
13,150,tl,tl,1,Necrosuchus_ionensis
14,120,tl,bl,0,Necrosuchus_ionensis
15,0,tl,tl,1,Necrosuchus_ionensis
16,120,bl,br,0,Necrosuchus_ionensis
17,180,tl,tr,0,Necrosuchus_ionensis
18,30,bl,bl,1,Necrosuchus_ionensis
19,120,tr,tl,0,Necrosuchus_ionensis
20,150,br,br,1,Necrosuchus_ionensis
21,30,tr,br,0,Necrosuchus_ionensis
22,150,bl,tr,0,Necrosuchus_ionensis
23,90,tl,bl,0,Necrosuchus_ionensis
24,150,tr,tl,0,Necrosuchus_ionensis
25,180,tr,tr,1,Necrosuchus_ionensis
26,0,tr,tr,1,Necrosuchus_ionensis
27,120,tr,tr,1,Necrosuchus_ionensis
28,90,tl,tr,0,Necrosuchus_ionensis
29,30,br,br,1,Necrosuchus_ionensis
30,90,br,br,1,Necrosuchus_ionensis
31,60,br,br,1,Necrosuchus_ionensis
32,30,bl,tr,0,Necrosuchus_ionensis
33,120,bl,bl,1,Necrosuchus_ionensis
34,120,bl,tr,0,Necrosuchus_ionensis
35,0,tr,tr,1,Necrosuchus_ionensis
36,120,br,br,1,Necrosuchus_ionensis
37,120,tl,tl,1,Necrosuchus_ionensis
38,90,tl,bl,0,Necrosuchus_ionensis
39,0,tr,tr,1,Necrosuchus_ionensis
40,30,tl,tl,1,Necrosuchus_ionensis
41,60,bl,tr,0,Necrosuchus_ionensis
42,0,br,br,1,Necrosuchus_ionensis
43,30,tr,tr,1,Necrosuchus_ionensis
44,180,bl,bl,1,Necrosuchus_ionensis
45,150,br,tr,0,Necrosuchus_ionensis
46,90,br,tr,0,Necrosuchus_ionensis
47,120,br,br,1,Necrosuchus_ionensis
48,180,tl,tl,1,Necrosuchus_ionensis
49,0,br,br,1,Necrosuchus_ionensis
50,120,tr,tr,1,Necrosuchus_ionensis
51,60,tl,tr,0,Necrosuchus_ionensis
52,0,bl,bl,1,Necrosuchus_ionensis
53,150,bl,tr,0,Necrosuchus_ionensis
54,0,bl,bl,1,Necrosuchus_ionensis
55,150,tr,tr,1,Necrosuchus_ionensis
56,90,bl,bl,1,Necrosuchus_ionensis
57,180,br,tr,0,Necrosuchus_ionensis
58,60,br,br,1,Necrosuchus_ionensis
59,90,bl,bl,1,Necrosuchus_ionensis
60,0,bl,bl,1,Necrosuchus_ionensis
61,120,br,tr,0,Necrosuchus_ionensis
62,90,tl,tl,1,Necrosuchus_ionensis
63,150,tl,bl,0,Necrosuchus_ionensis
64,30,br,br,1,Necrosuchus_ionensis
65,0,bl,bl,1,Necrosuchus_ionensis
66,150,br,tr,0,Necrosuchus_ionensis
67,90,tr,tr,1,Necrosuchus_ionensis
68,120,br,br,1,Necrosuchus_ionensis
69,60,br,br,1,Necrosuchus_ionensis
70,60,br,br,1,Necrosuchus_ionensis
71,30,tr,tr,1,Necrosuchus_ionensis
72,30,bl,bl,1,Necrosuchus_ionensis
73,90,bl,tr,0,Necrosuchus_ionensis
74,30,tr,tr,1,Necrosuchus_ionensis
75,0,tr,tr,1,Necrosuchus_ionensis
76,30,tl,tl,1,Necrosuchus_ionensis
77,180,br,tr,0,Necrosuchus_ionensis
78,180,tr,tr,1,Necrosuchus_ionensis
79,30,tl,tl,1,Necrosuchus_ionensis
80,120,br,tr,0,Necrosuchus_ionensis
81,180,bl,bl,1,Necrosuchus_ionensis
82,90,tr,tr,1,Necrosuchus_ionensis
83,0,br,br,1,Necrosuchus_ionensis
84,90,tr,tr,1,Necrosuchus_ionensis
85,30,br,br,1,Necrosuchus_ionensis
86,30,tr,tr,1,Necrosuchus_ionensis
87,180,br,br,1,Necrosuchus_ionensis
88,60,tl,tr,0,Necrosuchus_ionensis
89,0,tl,tl,1,Necrosuchus_ionensis
90,150,bl,bl,1,Necrosuchus_ionensis
91,60,tl,tr,0,Necrosuchus_ionensis
92,180,tl,tl,1,Necrosuchus_ionensis
93,0,bl,bl,1,Necrosuchus_ionensis
94,0,br,br,1,Necrosuchus_ionensis
95,0,br,br,1,Necrosuchus_ionensis
96,180,br,br,1,Necrosuchus_ionensis
97,30,br,br,1,Necrosuchus_ionensis
98,120,br,tr,0,Necrosuchus_ionensis
99,60,bl,bl,1,Necrosuchus_ionensis
100,60,bl,bl,1,Necrosuchus_ionensis
101,120,tl,tl,1,Necrosuchus_ionensis
102,180,bl,bl,1,Necrosuchus_ionensis
103,150,tl,tl,1,Necrosuchus_ionensis
104,30,br,br,1,Necrosuchus_ionensis
105,180,tr,tl,0,Necrosuchus_ionensis
106,60,tr,tr,1,Necrosuchus_ionensis
107,0,tl,tl,1,Necrosuchus_ionensis
108,120,tl,tl,1,Necrosuchus_ionensis
109,120,bl,bl,1,Necrosuchus_ionensis
110,90,tl,tl,1,Necrosuchus_ionensis
111,90,bl,bl,1,Necrosuchus_ionensis
112,180,br,br,1,Necrosuchus_ionensis
113,90,br,tl,0,Necrosuchus_ionensis
114,30,tl,bl,0,Necrosuchus_ionensis
115,60,tr,tr,1,Necrosuchus_ionensis
116,30,bl,bl,1,Necrosuchus_ionensis
117,60,bl,tr,0,Necrosuchus_ionensis
118,150,tl,tl,1,Necrosuchus_ionensis
119,0,tr,tr,1,Necrosuchus_ionensis
120,150,tl,tl,1,Necrosuchus_ionensis
121,150,br,tr,0,Necrosuchus_ionensis
122,150,tr,tr,1,Necrosuchus_ionensis
123,30,br,br,1,Necrosuchus_ionensis
124,90,tr,tr,1,Necrosuchus_ionensis
125,60,bl,bl,1,Necrosuchus_ionensis
126,60,tl,tr,0,Necrosuchus_ionensis
127,120,br,br,1,Necrosuchus_ionensis
128,0,tl,tl,1,Necrosuchus_ionensis
129,90,bl,bl,1,Necrosuchus_ionensis
130,120,bl,bl,1,Necrosuchus_ionensis
131,0,br,br,1,Necrosuchus_ionensis
132,180,bl,bl,1,Necrosuchus_ionensis
133,90,bl,bl,1,Necrosuchus_ionensis
134,30,bl,bl,1,Necrosuchus_ionensis
135,90,tr,tr,1,Necrosuchus_ionensis
136,30,tr,tr,1,Necrosuchus_ionensis
137,150,tl,tl,1,Necrosuchus_ionensis
138,180,tr,tr,1,Necrosuchus_ionensis
139,60,bl,bl,1,Necrosuchus_ionensis
140,60,tr,tr,1,Necrosuchus_ionensis
141,90,br,bl,0,Necrosuchus_ionensis
142,150,tr,tr,1,Necrosuchus_ionensis
143,180,tl,tl,1,Necrosuchus_ionensis
144,180,br,br,1,Necrosuchus_ionensis
145,90,bl,tl,0,Necrosuchus_ionensis
146,150,tr,tl,0,Necrosuchus_ionensis
147,60,br,br,1,Necrosuchus_ionensis
148,120,tr,tr,1,Necrosuchus_ionensis
149,0,tr,tr,1,Necrosuchus_ionensis
150,180,tr,tr,1,Necrosuchus_ionensis
151,180,tr,tr,1,Necrosuchus_ionensis
152,60,tl,tl,1,Necrosuchus_ionensis
153,180,tr,tr,1,Necrosuchus_ionensis
154,60,tr,tr,1,Necrosuchus_ionensis
155,0,br,br,1,Necrosuchus_ionensis
156,150,bl,tr,0,Necrosuchus_ionensis
157,150,bl,br,0,Necrosuchus_ionensis
158,120,bl,tl,0,Necrosuchus_ionensis
159,30,br,br,1,Necrosuchus_ionensis
160,120,tr,tr,1,Necrosuchus_ionensis
161,120,tr,tr,1,Necrosuchus_ionensis
162,120,bl,tl,0,Necrosuchus_ionensis
163,180,br,br,1,Necrosuchus_ionensis
164,120,tl,tl,1,Necrosuchus_ionensis
165,150,bl,tr,0,Necrosuchus_ionensis
166,150,tr,bl,0,Necrosuchus_ionensis
167,150,br,br,1,Necrosuchus_ionensis
168,0,bl,bl,1,Necrosuchus_ionensis
169,120,tr,tr,1,Necrosuchus_ionensis
170,150,br,br,1,Necrosuchus_ionensis
171,90,br,br,1,Necrosuchus_ionensis
172,90,tr,tr,1,Necrosuchus_ionensis
173,90,tl,br,0,Necrosuchus_ionensis
174,30,bl,bl,1,Necrosuchus_ionensis
175,120,tl,tl,1,Necrosuchus_ionensis
176,0,tl,tl,1,Necrosuchus_ionensis
177,90,tl,tl,1,Necrosuchus_ionensis
178,30,bl,bl,1,Necrosuchus_ionensis
179,0,tr,tr,1,Necrosuchus_ionensis
180,150,tr,tr,1,Necrosuchus_ionensis
181,60,tl,tr,0,Necrosuchus_ionensis
182,180,tl,tl,1,Necrosuchus_ionensis
183,180,tl,tl,1,Necrosuchus_ionensis
184,180,bl,bl,1,Necrosuchus_ionensis
185,150,tl,tl,1,Necrosuchus_ionensis
186,60,br,bl,0,Necrosuchus_ionensis
187,30,tl,tl,1,Necrosuchus_ionensis
188,60,tr,tr,1,Necrosuchus_ionensis
189,0,tl,tl,1,Necrosuchus_ionensis
190,180,tl,tl,1,Necrosuchus_ionensis
191,90,br,tl,0,Necrosuchus_ionensis
192,120,tl,tl,1,Necrosuchus_ionensis
193,0,bl,bl,1,Necrosuchus_ionensis
194,60,bl,bl,1,Necrosuchus_ionensis
195,30,tl,tl,1,Necrosuchus_ionensis
196,150,br,br,1,Necrosuchus_ionensis
1,0,tl,tr,0,Elosuchus_felixi
2,180,tl,tl,1,Elosuchus_felixi
3,150,br,tl,0,Elosuchus_felixi
4,0,tl,tl,1,Elosuchus_felixi
5,120,tr,tl,0,Elosuchus_felixi
6,120,bl,tr,0,Elosuchus_felixi
7,150,bl,tl,0,Elosuchus_felixi
8,60,bl,bl,1,Elosuchus_felixi
9,60,tr,br,0,Elosuchus_felixi
10,60,br,tl,0,Elosuchus_felixi
11,0,br,br,1,Elosuchus_felixi
12,90,tl,br,0,Elosuchus_felixi
13,150,tl,tr,0,Elosuchus_felixi
14,150,br,tl,0,Elosuchus_felixi
15,60,bl,bl,1,Elosuchus_felixi
16,150,tr,bl,0,Elosuchus_felixi
17,30,bl,bl,1,Elosuchus_felixi
18,90,br,bl,0,Elosuchus_felixi
19,30,br,br,1,Elosuchus_felixi
20,180,bl,bl,1,Elosuchus_felixi
21,90,tr,bl,0,Elosuchus_felixi
22,60,tl,tl,1,Elosuchus_felixi
23,90,bl,tr,0,Elosuchus_felixi
24,90,bl,br,0,Elosuchus_felixi
25,120,tl,bl,0,Elosuchus_felixi
26,90,tl,tr,0,Elosuchus_felixi
27,150,bl,tr,0,Elosuchus_felixi
